Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,t20yr,t20yr_demean,fedfunds,t2yr,t10yr,tlt_detrend,t20yr_detrend,t10yr_detrend,t2yr_detrend
2002-10-08,45.640957525990466,46.16110974345244,45.56956416066523,45.737850189208984,530900,0.0,0,4.75,-0.15403682358687742,1.6608695652173913,1.8,3.65,8.351227400566792,-0.41484398791414545,-0.7739152454373719,-0.7838218351585107
2002-10-09,46.04888315812715,46.089676552602064,45.870396008396,45.972389221191406,402900,0.0,0,4.72,-0.17481127353015058,1.6430434782608696,1.72,3.61,8.565554231167035,-0.444173373437569,-0.8133242006687591,-0.8634576561751726
2002-10-10,45.982612484817686,45.982612484817686,45.5287531316296,45.610347747802734,97100,0.0,0,4.78,-0.10908269606607224,1.625217391304348,1.75,3.68,8.183300556396176,-0.38350275896099184,-0.7427331559001451,-0.8330934771918344
2002-10-11,45.43696554298756,45.4981615110559,44.90661215833271,45.06979751586914,421800,0.0,0,4.91,0.01987823704187086,1.607391304347826,1.85,3.83,7.622538123080403,-0.25283214448441615,-0.5921421111315315,-0.7327292982084961
2002-10-14,45.13101734453153,45.15651665070284,44.911736539661,45.0035285949707,18300,0.0,0,5.0,0.10444297579292527,1.5895652173913044,1.965,3.95,7.5360570007997865,-0.16216153000783962,-0.47155106636291766,-0.6173651192251579
2002-10-15,44.36609695918699,44.51908505668514,43.932635870474144,43.93773651123047,297100,0.0,0,5.09,0.1848630479872,1.5717391304347825,2.08,4.07,6.450052715677373,-0.07149091553126308,-0.35096002159430384,-0.5020009402418197
2002-10-16,44.16207438539398,44.16207438539398,43.80000703049197,43.958091735839844,125200,0.0,0,5.1,0.1852989017345097,1.5539130434782609,2.02,4.06,6.4501957389045685,-0.0608203010546875,-0.3603689768256908,-0.561636761258482
2002-10-17,43.4175716319661,43.631751814209494,43.381874934925534,43.422672271728516,233400,0.0,0,5.18,0.2523247220920162,1.5360869565217392,2.1,4.16,5.894564073411054,0.019850313421889254,-0.25977793205707655,-0.4812725822751438
2002-10-18,43.35637134538762,43.54505609148296,42.97900574384473,43.53485870361328,459100,0.0,0,5.17,0.23051480976866934,1.5182608695652173,2.09,4.14,5.98653830391364,0.010520927898466148,-0.2791868872884642,-0.49090840329180585
2002-10-21,43.601143759396294,43.65213847104395,43.09118886162558,43.11158752441406,134900,0.0,0,5.23,0.2764026174125558,1.5004347826086957,2.23,4.24,5.543054923332242,0.07119154237504244,-0.17859584251984995,-0.35054422430846754
2002-10-22,43.269700336051244,43.269700336051244,42.94842994290863,42.989227294921875,205000,0.0,0,5.26,0.2915649734196215,1.482608695652174,2.21,4.27,5.400482492457876,0.10186215685161848,-0.14800479775123687,-0.3701800453251294
2002-10-23,43.218696820190026,43.44817507005539,42.928022554724436,43.0045166015625,127800,0.0,0,5.26,0.2774876675112701,1.4647826086956521,2.2,4.26,5.395559597716321,0.10253277132819427,-0.15741375298262295,-0.379815866341791
2002-10-24,42.91780193647722,43.473650854080546,42.87700461482375,43.381858825683594,339600,0.0,0,5.2,0.2070165587713193,1.4469565217391305,2.09,4.16,5.752689620455229,0.043203385804771344,-0.2568227082140089,-0.4894516873584531
2002-10-25,43.524626605286144,43.631716610002385,43.422637236216886,43.53992462158203,146100,0.0,0,5.16,0.15899700218553736,1.4291304347826088,1.98,4.12,5.890543214971487,0.003874000281347989,-0.2962316634453952,-0.5990875083751148
2002-10-28,43.63173243060822,43.6725297492868,43.44814838720104,43.4787483215332,97800,0.0,0,5.15,0.14186096474454502,1.411304347826087,1.88,4.1,5.8091547135404795,-0.005455385242076005,-0.31564061867678284,-0.6987233293917772
2002-10-29,43.764338255225226,44.30998995347499,43.73883894878495,44.04481506347656,125000,0.0,0,5.05,0.03986096129987793,1.3934782608695653,1.79,3.97,6.35500925410166,-0.10478477076549986,-0.44504957390816857,-0.7883591504084388
2002-10-30,44.04480478333376,44.202889552551994,43.89181676169566,44.029502868652344,31900,0.0,0,5.07,0.05700759444484227,1.3756521739130436,1.74,3.99,6.319484857895262,-0.08411415628892271,-0.42445852913955484,-0.8379949714251007
2002-10-31,43.881582407999794,44.29464427153432,43.866280506209414,44.22835159301758,512700,0.0,0,5.03,0.016198690028734752,1.3578260869565217,1.68,3.93,6.49812138087831,-0.12344354181234696,-0.4838674843709412,-0.8976307924417626
2002-11-01,44.20738910712639,44.53010675177775,43.66952245786464,44.0434684753418,125100,0.389,0,5.07,0.05353142304182512,1.34,1.76,4.01,6.293026061820349,-0.08277292733577024,-0.40327643960232784,-0.8172666134584243
2002-11-04,43.7873519247671,43.925658400716664,43.66953211266584,43.848819732666016,342500,0.0,0,5.11,0.08910118401553735,1.33921568627451,1.79,4.07,6.0781651177623885,-0.042102312859193525,-0.34268539483371363,-0.7869024344750861
2002-11-05,43.84883101369512,43.84883101369512,43.58758103838169,43.679786682128906,73800,0.0,0,5.13,0.10394332340727708,1.3384313725490198,1.82,4.1,5.8889198658431,-0.02143169838261816,-0.31209435006510056,-0.7565382554917479
2002-11-06,43.56709784122119,44.12032783961455,43.49538276905579,43.85395812988281,118500,0.0,0,5.12,0.08951013940918351,1.3376470588235294,1.87,4.09,6.042879112214827,-0.030761083906041264,-0.3215033052964875,-0.7061740765084097
2002-11-07,44.59156012728442,44.93989181518555,44.489107331916706,44.93989181518555,147900,0.0,0,4.94,-0.08622704331091224,1.3368627450980393,1.86,3.88,7.108600596135375,-0.2100904694294643,-0.5309122605278738,-0.715809897525072
2002-11-08,45.28312881260295,45.411191957486906,45.05261280690561,45.303619384765625,294700,0.0,0,4.87,-0.1488796139643389,1.3360784313725491,1.87,3.85,7.452115964333274,-0.2794198549528888,-0.5603212157592599,-0.7054457185417338
2002-11-11,45.35995335874352,45.54948425292969,45.283114714100776,45.54948425292969,70000,0.0,0,4.87,-0.14188875456328898,1.335294117647059,1.83,3.8449999999999998,7.677768631115157,-0.2787492404763121,-0.5647301709906465,-0.7450815395583956
2002-11-12,45.66726960391361,45.66726960391361,45.267713642778446,45.288204193115234,494300,0.0,0,4.87,-0.1352361527897301,1.3345098039215686,1.79,3.84,7.3962763699185246,-0.27807862599973543,-0.5691391262220327,-0.7847173605750575
2002-11-13,45.30870902037978,45.43165237174503,45.057706517314315,45.38554763793945,104700,0.0,0,4.86,-0.13843633866468164,1.3337254901960784,1.76,3.84,7.473407613360557,-0.2874080115231594,-0.568548081453419,-0.8143531815917193
2002-11-14,44.89895117272121,44.89895117272121,44.44304656982422,44.44304656982422,118000,0.0,0,5.01,0.011022999779396692,1.3329411764705883,1.89,4.03,6.510694343863143,-0.13673739704658328,-0.37795703668480574,-0.6839890026083812
2002-11-15,44.330304163723824,44.68375941883883,44.18687417851019,44.62228775024414,110700,0.0,0,5.02,0.020041341572116345,1.3321568627450981,1.91,4.05,6.669723322900886,-0.1260667825700068,-0.35736599191619245,-0.663624823625043
2002-11-18,44.57622621793666,44.888700663455694,44.54549230794389,44.82210922241211,32200,0.0,0,4.98,-0.019027853239677484,1.331372549019608,1.91,4.02,6.849332593686675,-0.16539616809343016,-0.386774947147579,-0.6632606446417049
2002-11-19,45.05260291890762,45.196036892565935,44.827214490939745,44.98601150512695,51800,0.0,0,4.94,-0.05627824161415518,1.3305882352941176,1.91,3.99,6.99302267501934,-0.20472555361685352,-0.41618390237896463,-0.6628964656583671
2002-11-20,45.18066311527339,45.190910352531844,44.4686325446715,44.54547119140625,307400,0.0,0,5.04,0.04168742189106389,1.3298039215686275,1.98,4.08,6.53227015991645,-0.10405493914027719,-0.32559285761035106,-0.5925322866750289
2002-11-21,44.30985081309481,44.30985081309481,43.98200945499315,44.115196228027344,323200,0.0,0,5.1,0.096961071009388,1.3290196078431373,2.05,4.14,6.081782995155365,-0.04338432466370179,-0.26500181284173774,-0.5221681076916909
2002-11-22,44.22275335063407,44.25348724590867,43.992237411546874,44.07419967651367,184800,0.0,0,5.12,0.11153037763681173,1.3282352941176472,2.1,4.18,6.020574242259514,-0.022713710187124647,-0.224410768073124,-0.4718039287083524
2002-11-25,44.05371642939705,44.24837097876944,43.95126748934349,43.992244720458984,288200,0.0,0,5.13,0.11589303207459789,1.327450980392157,2.09,4.19,5.918407084822647,-0.012043095710549068,-0.2138197233045105,-0.48143974972501447
2002-11-26,44.1561582472792,44.57620508682978,44.1305479704849,44.54547119140625,377800,0.0,0,5.03,0.015156499263204282,1.3266666666666667,1.97,4.08,6.451421354387733,-0.11137248123397203,-0.3232286785358971,-0.6010755707416762
2002-11-27,44.18177369061638,44.22275482446558,43.52096756295821,43.54145812988281,325600,0.0,0,5.23,0.20519432639851143,1.3258823529411765,2.13,4.26,5.427196091482109,0.08929813324260483,-0.14263763376728367,-0.44071139175833807
2002-11-29,43.62342587315656,43.86418127134394,43.61317863432003,43.823204040527344,31700,0.0,0,5.18,0.1480146054990792,1.3250980392156864,2.08,4.22,5.688729800744461,0.03996874771917991,-0.18204658899867,-0.4903472127749997
2002-12-02,43.411039999913214,43.94621687304335,43.30297600524713,43.8638801574707,284900,0.389,0,5.17,0.13163482259686976,1.3243137254901962,2.07,4.22,5.709193716305641,0.030639362195756803,-0.18145554423005628,-0.4999830337916622
2002-12-03,44.100542318896785,44.100542318896785,43.80208187845504,43.92558288574219,113800,0.0,0,5.18,0.1350927367619681,1.3235294117647058,2.08,4.24,5.7506842431949465,0.04130997667233327,-0.1608644994614421,-0.4896188548083238
2002-12-04,44.203474124740694,44.25493256344624,44.023367626257695,44.152015686035156,129000,0.0,0,5.14,0.09070364827413524,1.3227450980392157,2.02,4.18,5.956904842105736,0.0019805911489090278,-0.22027345469282977,-0.5492546758249857
2002-12-05,43.884442411378494,44.39903484852136,43.874152290088276,44.26523971557617,206400,0.0,0,5.09,0.03882625243880522,1.3219607843137255,1.97,4.13,6.049916670264565,-0.047348794374514114,-0.2696824099242159,-0.5988904968416475
2002-12-06,44.76952738126627,44.81583880096062,44.13143406730372,44.34241485595703,440500,0.0,0,5.08,0.027497572858013797,1.3211764705882354,1.89,4.09,6.106879609263245,-0.05667817989793722,-0.3090913651556022,-0.6785263178583094
2002-12-09,44.35787800912879,44.69236396517814,44.342440860177696,44.589447021484375,400300,0.0,0,5.05,-0.0023871570971945033,1.3203921568627452,1.88,4.06,6.33369957340841,-0.08600756542136168,-0.33850032038698874,-0.6881621388749712
2002-12-10,44.568817915959904,44.73348721547817,44.51221247618558,44.70775604248047,151600,0.0,0,5.02,-0.0308962054783386,1.3196078431372549,1.9,4.06,6.431796393022324,-0.11533695094478524,-0.337909275618375,-0.667797959891633
2002-12-11,44.846714691281896,45.10401081237241,44.748940908938785,45.0062370300293,163800,0.0,0,4.97,-0.07717428799402448,1.3188235294117647,1.85,4.01,6.710065179188973,-0.16466633646820839,-0.38731823084976114,-0.7174337809082947
2002-12-12,44.80040325701087,45.078283563158344,44.80040325701087,44.96507263183594,135800,0.0,0,4.97,-0.07362557657187363,1.3180392156862746,1.85,4.01,6.648688579613427,-0.1639957219916326,-0.3867271860811474,-0.7170696019249565
2002-12-13,44.84156191137692,44.851855953473915,44.52766036987305,44.52766036987305,425800,0.0,0,5.03,-0.012999361576748747,1.3172549019607844,1.87,4.07,6.1910641162683575,-0.10332510751505541,-0.3261361413125341,-0.6967054229416187
2002-12-16,44.71807408673911,44.71807408673911,44.17260354938047,44.19318771362305,115700,0.0,0,5.11,0.06392292215429052,1.3164705882352943,1.94,4.15,5.836379258636178,-0.022654493038478662,-0.24554509654392032,-0.6263412439582807
2002-12-17,44.409319475156195,44.4350467359385,44.09027081843804,44.19318771362305,290600,0.0,0,5.11,0.060987994645373966,1.315686274509804,1.89,4.13,5.816167057253999,-0.02198387856190287,-0.26495405177530706,-0.6759770649749426
2002-12-18,44.501957810702415,44.61002175652486,44.38359981707084,44.53797912597656,191000,0.0,0,5.05,0.0009426531271943261,1.3149019607843138,1.81,4.06,6.140746268225335,-0.08131326408532669,-0.33436300700669364,-0.7556128859916043
2002-12-19,44.66660642954532,45.02167239294371,44.58941681105799,44.9341926574707,134400,0.0,0,4.97,-0.07543079783645901,1.3141176470588236,1.74,3.96,6.51674759833729,-0.16064264960875008,-0.43377196223807957,-0.8252487070082661
2002-12-20,44.88788692959574,45.05769940055176,44.84671860438257,44.96507263183594,41900,0.0,0,4.97,-0.07197205245285154,1.3133333333333335,1.76,3.97,6.527415371320345,-0.15997203513217428,-0.4231809174694656,-0.8048845280249279
2002-12-23,44.95478814926603,44.975372314453125,44.38359032491531,44.975372314453125,74200,0.0,0,4.98,-0.059131566401538826,1.312549019607843,1.79,3.98,6.517502852555353,-0.14930142065559693,-0.412589872700853,-0.7745203490415897
2002-12-24,45.28414455727897,45.32531290366905,45.2018078644988,45.2275390625,46600,0.0,0,4.93,-0.10413142837605882,1.311764705882353,1.73,3.95,6.749457399220049,-0.19863080617902096,-0.4419988279322391,-0.8341561700582516
2002-12-26,45.23267351224214,45.315006256103516,45.14519374500552,45.315006256103516,13500,0.0,0,4.91,-0.1184460974794197,1.3109803921568628,1.7,3.93,6.816712391441385,-0.21796019170244474,-0.4614077831636254,-0.8637919910749139
2002-12-27,45.56711930586036,45.81412124633789,45.42817727906982,45.81412124633789,140200,0.0,0,4.83,-0.1893602349112271,1.3101960784313726,1.6,3.83,7.295615180293574,-0.29728957722586813,-0.5608167383950118,-0.9634278120915756
2002-12-30,45.74726641578279,45.92222595214844,45.60832426534791,45.92222595214844,274900,0.0,0,4.82,-0.19023553419033945,1.3094117647058825,1.61,3.82,7.383507684721941,-0.3066189627492921,-0.5702256936263983,-0.9530636331082374
2002-12-31,46.0028879719804,46.19941773760817,45.677067915027436,45.80636215209961,109400,0.446,0,4.83,-0.17198877013489788,1.3086274509803921,1.61,3.83,7.247431683290934,-0.29594834827271566,-0.5596346488577844,-0.9526994541248992
2003-01-02,45.35643033386331,45.45986812186445,44.58583755555851,44.622039794921875,192100,0.0,0,5.05,0.04581511371273894,1.307843137254902,1.8,4.07,6.04289712473102,-0.07527773379613922,-0.31904360408917043,-0.7623352751415611
2003-01-03,44.55479452863504,44.75649322119815,44.389298064333346,44.7254638671875,311200,0.0,0,5.03,0.024634625057368353,1.3070588235294118,1.79,4.05,6.126108995614466,-0.094607119319563,-0.33845255932055807,-0.7719710961582229
2003-01-06,44.565154116815364,44.62721679535208,44.378970026953716,44.606529235839844,35600,0.0,0,5.05,0.042594105938860594,1.3062745098039217,1.84,4.09,5.986962162884623,-0.07393650484298675,-0.2978615145519443,-0.7216069171748847
2003-01-07,44.57548891502439,44.865106785525164,44.56514316493647,44.766841888427734,69800,0.0,0,5.03,0.021561462525400366,1.3054901960784315,1.77,4.04,6.127062614090335,-0.09326589036640964,-0.3472704697833304,-0.7912427381915466
2003-01-08,44.93235274727695,45.066819921188994,44.88063581754119,44.98924255371094,160100,0.0,0,5.0,-0.008052957888593504,1.3047058823529412,1.71,4.0,6.329251077991358,-0.1225952758898341,-0.38667942501471675,-0.8508785592082089
2003-01-09,44.565118233696396,44.565118233696396,43.97036420028857,44.125518798828125,237500,0.0,0,5.17,0.15454900592315646,1.303921568627451,1.87,4.19,5.445315121726367,0.04807533858674251,-0.19608838024610264,-0.6905143802248705
2003-01-10,44.43586383560527,44.43586383560527,44.02212444530241,44.23933792114258,145200,0.0,0,5.14,0.11886067305492976,1.3031372549019609,1.79,4.16,5.5389220426586405,0.018745953063318943,-0.22549733547748918,-0.7701502012415324
2003-01-13,44.23930210963308,44.409971393529595,44.16689767629741,44.31170654296875,53300,0.0,0,5.13,0.10388992713686385,1.3023529411764707,1.81,4.15,5.591078463102626,0.009416567539894949,-0.23490629070887614,-0.7497860222581942
2003-01-14,44.477222602351056,44.622031532992615,44.4565350485812,44.466880798339844,98900,0.0,0,5.09,0.06097321844917403,1.3015686274509803,1.76,4.1,5.7260405170915405,-0.029912817983528406,-0.28431524594026314,-0.7994218432748561
2003-01-15,44.62202700563186,44.839240379555676,44.58065190229008,44.68408966064453,129600,0.0,0,5.07,0.03910307483943942,1.3007843137254902,1.75,4.1,5.923037178014049,-0.0492422035069513,-0.2837242011716494,-0.8090576642915179
2003-01-16,44.673788402047464,44.78756807667572,44.280736366105614,44.746192932128906,57900,0.0,0,5.06,0.0277749714479798,1.3,1.75,4.1,5.9649282481162444,-0.05857158903037618,-0.2831331564030357,-0.8086934853081797
2003-01-17,45.046102248481795,45.11850669086192,44.95818313212681,44.96852493286133,97700,0.0,0,5.0,-0.030754721002178798,1.29921568627451,1.7,4.05,6.167048047466487,-0.11790097455379911,-0.3325421116344218,-0.8583293063248416
2003-01-21,44.93233634300243,45.22712707519531,44.89096518176724,45.22712707519531,107500,0.0,0,4.98,-0.048439370456884845,1.2984313725490197,1.67,4.01,6.405437988418285,-0.137230360077222,-0.37195106686580814,-0.8879651273415039
